# Program:featureCounts v2.0.3; Command:"/home/reedkm/shared/RIS_Projects/Software/subread-2.0.3-Linux-x86_64/bin/featureCounts" "-Q" "10" "-s" "1" "-T" "12" "-F" "SAF" "-a" "/home/reedkm/shared/RIS_Projects/Reed_Project_016/miRNA_Expression/Turkey_miRNAs_NewGenome.saf" "-M" "-O" "-o" "/home/reedkm/shared/RIS_Projects/Reed_Project_016/miRNA_Expression/Counts/miRNA_Expression.bt.NewGenome.txt" "NCT_48_38_33_101_smRNA_S34" "NCT_48_38_33_102_smRNA_S35" "NCT_48_38_38_61_smRNA_S45" "NCT_48_38_38_62_smRNA_S46" "NCT_48_38_38_R_smRNA_S37" "NCT_48_38_43_51_smRNA_S32" "NCT_48_38_43_52_smRNA_S33" "NCT_72_33_32_smRNA_S31" "NCT_72_33_53_smRNA_S44" "NCT_72_38_71_smRNA_S47" "NCT_72_38_73_smRNA_S48" "NCT_72_38_R_smRNA_S36" "NCT_72_43_21_smRNA_S29" "NCT_72_43_22_smRNA_S30" "RBC2_48_38_33_101_smRNA_S27" "RBC2_48_38_33_102_smRNA_S28" "RBC2_48_38_38_12_smRNA_S38" "RBC2_48_38_38_14_smRNA_S39" "RBC2_48_38_43_22_smRNA_S40" "RBC2_48_38_43_24_smRNA_S41" "RBC2_72_38_11_smRNA_S25" "RBC2_72_38_12_smRNA_S26" "RBC2_72_43_41_smRNA_S42" "RBC2_72_43_42_smRNA_S43" 
Geneid	Chr	Start	End	Strand	Length	NCT_48_38_33_101_smRNA_S34	NCT_48_38_33_102_smRNA_S35	NCT_48_38_38_61_smRNA_S45	NCT_48_38_38_62_smRNA_S46	NCT_48_38_38_R_smRNA_S37	NCT_48_38_43_51_smRNA_S32	NCT_48_38_43_52_smRNA_S33	NCT_72_33_32_smRNA_S31	NCT_72_33_53_smRNA_S44	NCT_72_38_71_smRNA_S47	NCT_72_38_73_smRNA_S48	NCT_72_38_R_smRNA_S36	NCT_72_43_21_smRNA_S29	NCT_72_43_22_smRNA_S30	RBC2_48_38_33_101_smRNA_S27	RBC2_48_38_33_102_smRNA_S28	RBC2_48_38_38_12_smRNA_S38	RBC2_48_38_38_14_smRNA_S39	RBC2_48_38_43_22_smRNA_S40	RBC2_48_38_43_24_smRNA_S41	RBC2_72_38_11_smRNA_S25	RBC2_72_38_12_smRNA_S26	RBC2_72_43_41_smRNA_S42	RBC2_72_43_42_smRNA_S43
known:OW982313.1_39873	OW982313.1	3260080	3260144	-	65	283	225	100	444	1	222	724	164	248	151	381	2	561	293	420	567	752	622	1505	791	521	632	569	516
novel:OW982313.1_39665	OW982313.1	4460404	4460469	+	66	3	0	0	0	0	7	2	0	0	0	0	0	3	5	0	0	0	1	0	0	0	0	1	0
novel:OW982313.1_39729	OW982313.1	6600448	6600501	+	54	76	82	81	73	138	36	15	20	20	42	32	15	35	50	74	118	54	108	32	15	28	25	52	45
known:OW982314.1_40988	OW982314.1	3349004	3349060	+	57	326	312	200	302	1	181	351	998	1064	889	1150	0	1124	992	426	569	493	714	546	439	1365	1771	1335	1303
known:OW982314.1_40990	OW982314.1	3357061	3357127	+	67	879	980	1003	744	4	4753	1313	1352	1904	2456	1530	5	1940	2130	832	1201	1266	1636	1855	1412	1971	2525	2086	2067
known:OW982314.1_41004	OW982314.1	3374382	3374442	+	61	2159	2422	1711	2339	5	1469	3240	3593	7203	6047	5854	10	5619	6447	2362	3546	3617	4590	5638	4065	7218	8738	7695	7422
novel:OW982315.1_40718	OW982315.1	2340359	2340422	-	64	2	6	1	1	0	3	5	10	12	9	10	1	6	2	4	2	8	8	5	2	11	13	5	7
known:OW982315.1_40523	OW982315.1	4428996	4429059	+	64	12	9	199	137	0	122	95	1	7	29	20	0	26	38	5	14	71	68	165	120	25	34	34	40
novel:OW982315.1_40541	OW982315.1	5009429	5009486	+	58	10	9	9	11	0	11	7	1	1	7	7	0	5	6	2	4	8	9	5	4	0	2	5	4
known:OW982315.1_40545	OW982315.1	5022623	5022686	+	64	479	501	546	551	27	891	585	541	857	721	596	10	609	590	463	666	655	1009	825	561	548	728	511	521
known:OW982315.1_40548	OW982315.1	5024391	5024451	+	61	255	217	219	276	4	571	439	339	407	393	405	6	580	542	219	378	410	437	649	393	413	510	482	452
novel:OW982316.1_42271	OW982316.1	1372963	1373042	-	80	0	0	0	3	0	0	0	19	13	4	5	2	1	0	0	0	0	0	1	2	4	8	5	0
novel:OW982316.1_42299	OW982316.1	3155482	3155533	-	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
novel:OW982316.1_42303	OW982316.1	3198327	3198378	-	52	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
novel:OW982316.1_42076	OW982316.1	3273757	3273824	+	68	0	3	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
novel:OW982316.1_42309	OW982316.1	3378158	3378202	-	45	0	1	2	3	0	20	3	1	2	3	0	0	4	9	1	1	1	1	14	8	6	0	2	4
novel:OW982316.1_42310	OW982316.1	3378181	3378265	-	85	1	1	2	1	0	20	4	0	3	3	0	0	4	9	1	2	1	3	13	8	6	0	2	6
novel:OW982316.1_42312	OW982316.1	3379854	3379918	-	65	1	5	9	4	0	35	12	2	4	13	12	0	14	20	3	2	12	17	20	11	11	6	18	23
known:OW982316.1_42151	OW982316.1	3973178	3973228	+	51	76	91	83	99	1	100	82	92	139	143	95	0	66	68	76	89	85	124	104	85	102	105	62	67
known:OW982316.1_42152	OW982316.1	3973207	3973266	+	60	76	91	83	99	1	100	82	92	139	143	95	0	66	68	76	89	85	124	104	85	102	105	62	67
novel:OW982316.1_42229	OW982316.1	5559162	5559242	+	81	0	0	1	0	0	2	1	0	31	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
known:OW982317.1_41863	OW982317.1	1669120	1669198	-	79	2580	2834	3206	2685	23	15420	4325	3849	5337	7208	4516	30	6002	6714	2707	3646	3748	5043	5921	4693	5725	7086	6344	6265
known:OW982317.1_41865	OW982317.1	1669325	1669396	-	72	1054	1220	1354	1126	10	4892	1648	1370	2294	2728	1585	10	1941	2194	1010	1440	1484	1987	2409	1879	1798	2252	1816	1850
known:OW982317.1_41877	OW982317.1	2143689	2143749	-	61	1	3	4	2	0	1	1	3	2	5	7	0	11	18	0	4	8	10	16	10	5	10	16	17
known:OW982317.1_41916	OW982317.1	2718968	2719025	-	58	273	310	151	393	0	89	308	414	545	588	925	2	914	488	422	553	481	944	532	345	995	1234	927	800
known:OW982317.1_41918	OW982317.1	2719865	2719925	-	61	93	86	78	101	0	132	83	278	423	401	517	2	382	354	147	223	213	265	229	146	440	670	537	530
novel:OW982317.1_41730	OW982317.1	3571681	3571741	+	61	5	6	5	3	0	7	18	6	8	11	11	0	33	32	4	8	10	12	17	17	15	15	21	31
novel:OW982317.1_41751	OW982317.1	4363180	4363249	+	70	1	0	0	0	1	3	1	11	15	3	0	0	3	3	0	3	0	1	5	4	1	4	0	3
novel:OW982317.1_41789	OW982317.1	4911367	4911425	+	59	12	27	21	24	5	34	27	31	25	81	50	16	54	61	17	21	21	33	53	39	51	48	54	71
known:OW982318.1_42638	OW982318.1	2690845	2690938	+	94	0	0	0	2	0	2	5	1	5	0	0	0	0	1	2	0	0	0	3	0	0	3	2	1
novel:OW982318.1_42829	OW982318.1	4209876	4209936	+	61	0	1	1	2	3	2	0	0	0	0	0	7	1	0	0	0	2	0	0	0	4	1	2	0
novel:OW982318.1_43086	OW982318.1	4227118	4227176	-	59	1	1	2	3	0	1	0	79	15	5	4	2	1	6	0	0	0	2	2	3	25	40	4	5
known:OW982318.1_43175	OW982318.1	5369063	5369122	-	60	24	21	18	29	0	22	17	64	114	94	94	0	72	66	16	25	24	22	42	18	46	56	51	51
novel:OW982318.1_42875	OW982318.1	5369065	5369121	+	57	1	3	1	2	0	0	2	1	5	3	4	0	4	8	0	3	2	3	16	8	1	2	8	5
novel:OW982319.1_40064	OW982319.1	1330479	1330542	+	64	1	2	4	4	0	5	3	11	11	4	8	0	15	9	2	1	3	6	5	6	4	19	14	16
novel:OW982319.1_40222	OW982319.1	1453920	1453975	-	56	0	0	0	0	0	2	1	1	9	1	1	0	1	1	0	0	1	0	1	0	2	0	1	0
known:OW982319.1_40269	OW982319.1	2854539	2854598	-	60	1	1	2	5	0	2	9	24	17	4	3	0	2	2	1	0	2	4	15	19	2	5	2	1
novel:OW982319.1_40314	OW982319.1	3201446	3201503	-	58	1	1	1	0	0	0	0	3	1	0	0	0	5	4	1	0	0	4	2	0	6	2	0	2
novel:OW982319.1_40347	OW982319.1	3546373	3546444	-	72	1	0	1	0	0	8	0	0	0	3	5	0	4	5	0	2	3	0	3	1	1	6	7	3
novel:OW982319.1_40349	OW982319.1	3546519	3546590	-	72	0	0	2	0	0	4	1	1	2	1	6	0	5	0	0	1	1	1	3	1	0	4	4	5
novel:OW982319.1_40350	OW982319.1	3546572	3546624	-	53	0	0	2	0	0	4	1	1	2	1	6	0	5	0	0	1	1	1	3	1	0	4	4	5
novel:OW982319.1_40159	OW982319.1	4622268	4622349	+	82	0	0	0	0	0	0	0	4	1	3	0	0	1	0	0	0	0	0	0	0	4	1	0	0
novel:OW982319.1_40366	OW982319.1	4721024	4721088	-	65	2	1	0	0	3	6	10	5	7	5	5	3	6	6	3	0	1	0	13	3	7	6	7	2
novel:OW982320.1_41483	OW982320.1	765064	765135	-	72	86	98	95	87	36	153	24	19	44	59	34	18	89	92	48	61	44	43	29	16	34	44	68	84
novel:OW982320.1_41282	OW982320.1	793513	793573	+	61	0	0	3	8	1	10	8	2	3	3	3	1	13	15	1	5	6	7	15	13	7	6	18	8
novel:OW982320.1_41385	OW982320.1	2558996	2559049	+	54	16	22	65	90	28	752	244	8	24	22	21	27	33	12	20	22	119	152	355	181	30	32	29	35
novel:OW982321.1_43195	OW982321.1	971748	971828	+	81	32	21	51	44	46	232	97	83	142	89	107	91	62	60	24	33	38	47	127	99	98	107	147	171
novel:OW982321.1_43321	OW982321.1	1531898	1531933	+	36	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1
novel:OW982321.1_43322	OW982321.1	1531898	1531933	+	36	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1
novel:OW982321.1_43500	OW982321.1	1810879	1810941	-	63	2	2	0	1	0	0	3	3	4	11	2	0	4	5	2	0	1	1	2	4	4	4	1	4
novel:OW982321.1_43529	OW982321.1	2151362	2151405	-	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
novel:OW982322.1_46537	OW982322.1	209961	210035	-	75	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	2	1	0	1	0	1	0
novel:OW982322.1_46516	OW982322.1	298219	298281	+	63	3	1	4	0	0	2	1	4	6	9	6	0	0	8	1	4	3	4	1	2	1	1	0	3
known:OW982324.1_46568	OW982324.1	245683	245738	+	56	7	13	16	15	0	46	11	19	40	43	17	0	12	15	6	12	13	13	15	25	23	14	11	10
novel:OW982326.1_36224	OW982326.1	226011	226097	+	87	3	1	2	4	1	12	7	107	55	56	54	7	102	79	6	9	17	18	20	14	87	123	81	56
